query	candidates	generation	gt	plan	arguments	all	file
Can I get an image related to a HackerNews story?	['ad4mat', 'ApexMap', 'dev', 'AppyPieAIAppBuilder', 'NewsTool']	{'plan': 'AppyPieAIAppGenerator', 'arguments': {'text_input': 'image of hackernews story'}}	{'plan': 'NewsTool', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
Can I get data about recent earthquakes?	['keyplays_football', 'Creaticode_Extension_of_MIT_Scratch', 'EarthquakeTool', 'ad4mat', 'Now']	{'plan': 'EarthquakeTool', 'arguments': {}}	{'plan': 'EarthquakeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get groceries delivered from here?	['copywriter', 'hadith', 'form', 'bramework', 'DietTool']	{'plan': 'DietTool', 'arguments': {}}	{'plan': 'DietTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get historical data on DeFi protocols?	['portfoliopilot', 'brandfetch', 'FinanceTool', 'RoboAd', 'timemachine']	{'plan': 'FinanceTool', 'arguments': {}}	{'plan': 'FinanceTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get some help finding the best activities for my trip?	['Magnetis', 'placid', 'search', 'ImageSearch', 'TripAdviceTool']	{'plan': 'TripAdviceTool', 'arguments': {}}	{'plan': 'TripAdviceTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get the best price for my flight?	['MediaTool', 'TripTool', 'Talkface_IELTS_Prep', 'EmailByNylas', 'web_scraper']	{'plan': 'TripTool', 'arguments': {}}	{'plan': 'TripTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get the latest news about NFTs?	['CreditYelp', 'hubbubworld_hubbub_1', 'mini_habits', 'FinanceTool', 'smarttsicketsai']	{'plan': 'FinanceTool', 'arguments': {}}	{'plan': 'FinanceTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get transcripts of videos from YouTube?	['CTCP', 'SummarizeAnything_pr', 'Algorithma', 'hadith', 'VideoSummarizeTool']	{'plan': 'VideoSummarizeTool', 'arguments': {}}	{'plan': 'VideoSummarizeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I log my food intake for the day?	['WordCloud', 'DietTool', 'socialsearch', 'exportchat', 'talkfpl']	{'plan': 'DietTool', 'arguments': {}}	{'plan': 'DietTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I post a conversation to my Wordpress blog?	['WebsiteTool', 'Talkface_IELTS_Prep', 'buildbetter', 'CompanyInfoTool', 'Zapier']	{'plan': 'WebsiteTool', 'arguments': {'site_name': 'Wordpress'}}	{'plan': 'WebsiteTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can I visualize my concept?	['shimmer_daily', 'web_requests', 'Agones', 'ChartTool', 'clinical_trial_radar']	{'plan': 'ChartTool', 'arguments': {}}	{'plan': 'ChartTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze this video for me?	['Chess', 'RepoTool', 'VideoSummarizeTool', 'qreator', 'champdex']	{'plan': 'VideoSummarizeTool', 'arguments': {}}	{'plan': 'VideoSummarizeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze this YouTube video for me?	['placid', 'Checkers', 'VideoSummarizeTool', 'ShoppingAssistant', 'FinanceTool']	{'plan': 'VideoSummarizeTool', 'arguments': {}}	{'plan': 'VideoSummarizeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you answer a few questions about the data in this PDF?	['WebsiteTool', 'assetOvi', 'HousePurchasingTool', 'PDF&URLTool', 'Bohita']	{'plan': 'PDF&URLTool', 'arguments': {}}	{'plan': 'PDF&URLTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you check if this domain name is available?	['AbleStyle', 'buildbetter', 'FinanceTool', 'URLTool', 'ph_ai_news_query']	{'plan': 'URLTool', 'arguments': {'domain': None}}	{'plan': 'URLTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you check this domain name?	['korea_subway', 'Figlet', 'URLTool', 'SuperchargeMyEV', 'TripAdviceTool']	{'plan': 'URLTool', 'arguments': {'domain': 'the given domain name'}}	{'plan': 'URLTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you clip the important parts of this video for me?	['MediaTool', 'VideoSummarizeTool', 'GameTool', 'crafty_clues', 'ArtCollection']	{'plan': 'VideoSummarizeTool', 'arguments': {}}	{'plan': 'VideoSummarizeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you create a customized lesson plan for me?	['WebRewind', 'speechki_tts_plugin', 'CourseTool', 'heygen', 'rephrase']	{'plan': 'CourseTool', 'arguments': {}}	{'plan': 'CourseTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you create a diagram to explain how this works?	['DietTool', 'magi_codex', 'Man_of_Many', 'ChartTool', 'clinical_trial_radar']	{'plan': 'ChartTool', 'arguments': {}}	{'plan': 'ChartTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you create a Spotify playlist for me?	['JobTool', 'Checkers', 'MusicTool', 'EmailByNylas', 'DataRetrievalTool']	{'plan': 'MusicTool', 'arguments': {}}	{'plan': 'MusicTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you create flashcards based on an input?	['MemoryTool', 'webhooks', 'internetSearch', 'speechki_tts_plugin', 'Magnetis']	{'plan': 'MemoryTool', 'arguments': {}}	{'plan': 'MemoryTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you explain context cues to me?	['search', 'MemoryTool', 'seoanalysis', 'Bohita', 'TalentOrg']	{'plan': 'MemoryTool', 'arguments': {}}	{'plan': 'MemoryTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you explain the news to me?	['NewsTool', 'Planfit', 'WordCloud', 'Puzzle_Constructor', 'ResumeTool']	{'plan': 'NewsTool', 'arguments': {}}	{'plan': 'NewsTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you extract insights from this PDF?	['Magnetis', 'GiftTool', 'StrologyTool', 'SummarizeAnything_pr', 'PDF&URLTool']	{'plan': 'PDF&URLTool', 'arguments': {}}	{'plan': 'PDF&URLTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you find me a good book from the titles you've scanned?	['ndricks_sports_api', 'webhooks', 'BookTool', 'CranePumpsManuals', 'search']	{'plan': 'BookTool', 'arguments': {}}	{'plan': 'BookTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate a map with a marker on a certain spot?	['CarYardBard', 'EarthquakeTool', 'MapTool', 'metaphor_search_api', 'Review']	{'plan': 'MapTool', 'arguments': {'location': None}}	{'plan': 'MapTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you generate a map with these coordinates?	['dart', 'PodcastTool', 'Chess', 'RestaurantBookingTool', 'MapTool']	{'plan': 'MapTool', 'arguments': {'coordinates': []}}	{'plan': 'MapTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you generate a meme for me?	['SuperchargeMyEV', 'MemeTool', 'Man_of_Many', 'airqualityforeast', 'Review']	{'plan': 'MemeTool', 'arguments': {}}	{'plan': 'MemeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate a Spotify playlist for me?	['MusicTool', 'chatspot', 'RoboAd', 'ImageSearch', 'universal']	{'plan': 'MusicTool', 'arguments': {}}	{'plan': 'MusicTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate an article based on these URLs?	['PDF&URLTool', 'keyplays_football', 'LarkBaseImporter', 'tailor_erp', 'web_scraper']	{'plan': 'fetch internet links', 'arguments': {}}	{'plan': 'PDF&URLTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you generate reports from my data?	['ChatOCR', 'ChartTool', 'portfoliopilot', 'Algorithma', 'timeport']	{'plan': 'Algorithma', 'arguments': {}}	{'plan': 'ChartTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you give me an analysis of this podcast transcript?	['PodcastTool', 'buildbetter', 'keyplays_football', 'Horoscopes_by_Inner_Self', 'GameTool']	{'plan': 'PodcastTool', 'arguments': {}}	{'plan': 'PodcastTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me financial information about a UK company?	['Tax_Calculator', 'FinanceTool', 'CompanyInfoTool', 'GifApi', 'calculator']	{'plan': 'FinanceTool', 'arguments': {}}	{'plan': 'CompanyInfoTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you give me the latest news from Italy?	['what_to_watch', 'hacktrack', 'Creaticode_Extension_of_MIT_Scratch', 'FinanceTool', 'NewsTool']	{'plan': 'NewsTool', 'arguments': {'country': 'Italy'}}	{'plan': 'NewsTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you give me the latest weather forecast for [date]?	['ProductSearch', 'uberchord', 'CompanyInfoTool', 'brandfetch', 'WeatherTool']	{'plan': 'WeatherTool', 'arguments': {'date': '[date]'}}	{'plan': 'WeatherTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you give me the real-time weather data?	['HousePurchasingTool', 'web_scraper', 'WeatherTool', 'Checkers', 'PDF_Exporter']	{'plan': 'WeatherTool', 'arguments': {}}	{'plan': 'WeatherTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me the weather forecast for my current location?	['GameTool', 'abc_to_audio', 'smarttsicketsai', 'WeatherTool', 'ExchangeTool']	{'plan': 'WeatherTool', 'arguments': {}}	{'plan': 'WeatherTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me updates on the latest news from the UK?	['NewsTool', 'seoanalysis', 'internetSearch', 'Checkers', 'hadith']	{'plan': 'NewsTool', 'arguments': {}}	{'plan': 'NewsTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me analyze my data?	['haulingbuddies', 'placid', 'MediaModifyTool', 'ChartTool', 'C3_Glide']	{'plan': 'ChartTool', 'arguments': {}}	{'plan': 'ChartTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me book a flight to my destination?	['cloudflare_radar', 'rephrase', 'TripTool', 'heygen', 'QuiverQuantitative']	{'plan': 'TripTool', 'arguments': {}}	{'plan': 'TripTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me book a flight with Expedia?	['diceroller', 'Checkers', 'tailor_erp', 'Man_of_Many', 'TripAdviceTool']	{'plan': 'TripAdviceTool', 'arguments': {}}	{'plan': 'TripAdviceTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me book a flight?	['EmailByNylas', 'calculator', 'TripTool', 'uberchord', 'assetOvi']	{'plan': 'TripTool', 'arguments': {}}	{'plan': 'TripTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me build a website using AI in 60 seconds?	['socialsearch', 'Visla', 'lsongai', 'WebsiteTool', 'TalentOrg']	{'plan': 'WebsiteTool', 'arguments': {}}	{'plan': 'WebsiteTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me create a meme?	['dover_outreach', 'ProductComparison', 'portfoliopilot', 'VideoSummarizeTool', 'MemeTool']	{'plan': 'MemeTool', 'arguments': {}}	{'plan': 'MemeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me create a to-do list?	['NotesTool', 'DietTool', 'seoanalysis', 'HousePurchasingTool', 'find_agency']	{'plan': 'Notes', 'arguments': {}}	{'plan': 'NotesTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you help me edit this image?	['internetSearch', 'EarthquakeTool', 'chat_with_workspace', 'TicTacToe', 'MediaModifyTool']	{'plan': 'MediaModifyTool', 'arguments': {}}	{'plan': 'MediaModifyTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me enhance this image?	['dart', 'exportchat', 'MediaModifyTool', 'Substack_IQ', 'ABCmouse']	{'plan': 'MediaModifyTool', 'arguments': {}}	{'plan': 'MediaModifyTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me figure out the exchange rate from Canadian Dollars to Indian Rupees?	['korea_subway', 'recipe_retrieval', 'ExchangeTool', 'MediaModifyTool', 'AI2sql']	{'plan': 'ExchangeTool', 'arguments': {'from_currency': 'CAD', 'to_currency': 'INR'}}	{'plan': 'ExchangeTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you help me find a book?	['what_to_watch', 'MusicTool', 'BookTool', 'AusSurfReport', 'universal']	{'plan': 'BookTool', 'arguments': {}}	{'plan': 'BookTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find a ferry?	['ProductSearch', 'URLTool', 'ShoppingAssistant', 'TripTool', 'timemachine']	{'plan': 'TripTool', 'arguments': {}}	{'plan': 'TripTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find a hotel listed on Kakaku?	['Tax_Calculator', 'blockatlas', 'WeatherTool', 'hadith', 'TripTool']	{'plan': 'TripTool', 'arguments': {}}	{'plan': 'TripTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find a hotel that is close to my destination?	['TripAdviceTool', 'MediaTool', 'Substack_IQ', 'recipe_retrieval', 'magi_codex']	{'plan': 'TripAdviceTool', 'arguments': {'destination': None}}	{'plan': 'TripAdviceTool', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you help me find a map of a certain location?	['copywriter', 'Zapier', 'MapTool', 'locator', 'SSH']	{'plan': 'MapTool', 'arguments': {}}	{'plan': 'MapTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find my personal information?	['Puzzle_Constructor', 'deployscript', 'DataRetrievalTool', 'ndricks_sports_api', 'ChatOCR']	{'plan': 'DataRetrievalTool', 'arguments': {}}	{'plan': 'DataRetrievalTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find specific information from this podcast?	['PodcastTool', 'rephrase', 'heygen', 'WordCloud', 'locator']	{'plan': 'PodcastTool', 'arguments': {}}	{'plan': 'PodcastTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me find the answer to this question?	['ai_council', 'web_requests', 'DataRetrievalTool', 'WebsiteTool', 'AI2sql']	{'plan': 'ai_council', 'arguments': {}}	{'plan': 'DataRetrievalTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you help me generate gift ideas?	['qreator', 'GiftTool', 'search', 'local', 'website_performance_insights']	{'plan': 'GiftTool', 'arguments': {}}	{'plan': 'GiftTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me manage my reminders?	['NotesTool', 'ChatOCR', 'sakenowa', 'abc_to_audio', 'socialsearch']	{'plan': 'Notes', 'arguments': {}}	{'plan': 'NotesTool', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can you help me manipulate this image?	['MediaModifyTool', 'airqualityforeast', 'deployscript', 'recipe_retrieval', 'buildbetter']	{'plan': 'MediaModifyTool', 'arguments': {}}	{'plan': 'MediaModifyTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me optimize my resume?	['ResumeTool', 'QuiverQuantitative', 'PDF_Exporter', 'CarYardBard', 'Discount']	{'plan': 'ResumeTool', 'arguments': {}}	{'plan': 'ResumeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me plan my journey from my current location to my destination?	['timemachine', 'JobTool', 'haulingbuddies', 'MapTool', 'MyWritingCompanion']	{'plan': 'MapTool', 'arguments': {}}	{'plan': 'MapTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me process this image?	['blockatlas', 'MediaModifyTool', 'dover_outreach', 'StrologyTool', 'AppyPieAIAppBuilder']	{'plan': 'MediaModifyTool', 'arguments': {}}	{'plan': 'MediaModifyTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me save tasks?	['ResumeTool', 'NotesTool', 'TripAdviceTool', 'MemoryTool', 'ndricks_sports_api']	{'plan': 'NotesTool', 'arguments': {}}	{'plan': 'NotesTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me search for a game on multiple platforms?	['chat_with_workspace', 'HousePurchasingTool', 'SceneXplain', 'PodcastTool', 'GameTool']	{'plan': 'GameTool', 'arguments': {}}	{'plan': 'GameTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me tailor my resume for ATS?	['MyWritingCompanion', 'ResumeTool', 'dart', 'chat_with_workspace', 'chatspot']	{'plan': 'ResumeTool', 'arguments': {}}	{'plan': 'ResumeTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me track my meals?	['fundsdbsearch', 'internetSearch', 'DietTool', 'RestaurantBookingTool', 'recipe_retrieval']	{'plan': 'DietTool', 'arguments': {}}	{'plan': 'DietTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you help me visualize my data?	['copywriter', 'search', 'ChartTool', 'AusSurfReport', 'CranePumpsManuals']	{'plan': 'ChartTool', 'arguments': {}}	{'plan': 'ChartTool', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
