conversation_history	query	rewrited_query	candidates	generation	gt	plan	arguments	all	file
[]	Send an SMS to +14155552671 saying 'Happy Birthday!'	Send an SMS to +14155552671 saying 'Happy Birthday!'	['get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'send_message', 'ACTION_INSERT_CONTACT', 'send_email']	{'plan': 'send_message', 'arguments': {'to': '+14155552671', 'message': 'Happy Birthday!'}}	{'plan': 'send_message', 'arguments': {'to': '+14155552671', 'message': 'Happy Birthday!'}}	pass	pass	pass	droidcall_tc.tsv
[]	Can you send an SMS to Jenny saying 'I'll pick you up at 7 PM'?	Can you send an SMS to Jenny saying 'I'll pick you up at 7 PM'?	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'send_message', 'dial', 'ACTION_INSERT_EVENT']	"{'plan': 'send_message', 'arguments': {'to': 'Jenny', 'message': ""I'll pick you up at 7 PM""}}"	"{'plan': 'send_message', 'arguments': {'to': 'Jenny', 'message': ""I'll pick you up at 7 PM""}}"	pass	pass	pass	droidcall_tc.tsv
[]	Send a heartwarming SMS to Grandma: 'Love you always'.	Send a heartwarming SMS to Grandma: 'Love you always'.	['ACTION_PICK', 'send_message', 'ACTION_GET_CONTENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_INSERT_CONTACT']	{'plan': 'send_message', 'arguments': {'to': 'Grandma', 'message': 'Love you always.'}}	{'plan': 'send_message', 'arguments': {'to': 'Grandma', 'message': 'Love you always'}}	pass	fail	fail	droidcall_tc.tsv
[]	Send a quick SMS to the service desk at +1002003000 saying 'I need assistance with my account'.	Send a quick SMS to the service desk at +1002003000 saying 'I need assistance with my account'.	['get_contact_info_from_uri', 'send_message', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER', 'ACTION_INSERT_EVENT']	{'plan': 'send_message', 'arguments': {'to': '+1002003000', 'message': 'I need assistance with my account'}}	{'plan': 'send_message', 'arguments': {'to': '+1002003000', 'message': 'I need assistance with my account'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you text our IT department at +1000999888 to alert them 'Server downtime in progress'?	Could you text our IT department at +1000999888 to alert them 'Server downtime in progress'?	['ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_CONTENT', 'send_message']	{'plan': 'send_message', 'arguments': {'to': '+1000999888', 'message': 'Server downtime in progress'}}	{'plan': 'send_message', 'arguments': {'to': '+1000999888', 'message': 'Server downtime in progress'}}	pass	pass	pass	droidcall_tc.tsv
[]	Send a message saying 'Happy Anniversary!' to my spouse, Alex.	Send a message saying 'Happy Anniversary!' to my spouse, Alex.	['search_location', 'get_contact_info', 'send_message', 'ACTION_INSERT_EVENT', 'dial']	{'plan': 'send_message', 'arguments': {'to': 'Alex', 'message': 'Happy Anniversary!'}}	{'plan': 'send_message', 'arguments': {'to': 'Alex', 'message': 'Happy Anniversary!'}}	pass	pass	pass	droidcall_tc.tsv
[]	Send a text notification to Customer Service at +1230984567: 'I need help with my order'.	Send a text notification to Customer Service at +1230984567: 'I need help with my order'.	['ACTION_SHOW_ALARMS', 'ACTION_VIDEO_CAPTURE', 'send_message', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT']	{'plan': 'send_message', 'arguments': {'to': '+1230984567', 'message': 'I need help with my order.'}}	{'plan': 'send_message', 'arguments': {'to': '+1230984567', 'message': 'I need help with my order'}}	pass	fail	fail	droidcall_tc.tsv
[]	I'm interested in learning about cutting-edge robotics research. Can you look that up?	I'm interested in learning about cutting-edge robotics research. Can you look that up?	['web_search', 'send_email', 'ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'open_settings']	{'plan': 'web_search', 'arguments': {'query': 'cutting-edge robotics research'}}	{'plan': 'web_search', 'arguments': {'query': 'cutting-edge robotics research'}}	pass	pass	pass	droidcall_tc.tsv
[]	I'd like to explore some recent articles on advancements in blockchain technology. Please search for them.	I'd like to explore some recent articles on advancements in blockchain technology. Please search for them.	['ACTION_GET_CONTENT', 'ACTION_SHOW_ALARMS', 'web_search', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE']	{'plan': 'web_search', 'arguments': {'query': 'recent blockchain technology advancements'}}	{'plan': 'web_search', 'arguments': {'query': 'recent articles on advancements in blockchain technology'}}	pass	fail	fail	droidcall_tc.tsv
[]	I want to see the latest news on climate change. Please perform a web search.	I want to see the latest news on climate change. Please perform a web search.	['ACTION_GET_RINGTONE', 'web_search', 'ACTION_INSERT_EVENT', 'open_settings', 'ACTION_EDIT_CONTACT']	{'plan': 'web_search', 'arguments': {'query': 'latest news on climate change'}}	{'plan': 'web_search', 'arguments': {'query': 'latest news on climate change'}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to know how to start freelancing online. Please search for guides on this topic.	I want to know how to start freelancing online. Please search for guides on this topic.	['get_contact_info', 'web_search', 'send_message', 'open_settings', 'ACTION_GET_CONTENT']	{'plan': 'web_search', 'arguments': {'query': 'how to freelance online guide'}}	{'plan': 'web_search', 'arguments': {'query': 'how to start freelancing online'}}	pass	fail	fail	droidcall_tc.tsv
[]	Perform a web search for comprehensive guides on personal finance management.	Perform a web search for comprehensive guides on personal finance management.	['ACTION_SET_TIMER', 'ACTION_SET_ALARM', 'ACTION_INSERT_EVENT', 'ACTION_PICK', 'web_search']	{'plan': 'web_search', 'arguments': {'query': 'comprehensive guides on personal finance management'}}	{'plan': 'web_search', 'arguments': {'query': 'comprehensive guides on personal finance management'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need a list of recipes that are both vegan and gluten-free. Can you search for them?	I need a list of recipes that are both vegan and gluten-free. Can you search for them?	['ACTION_SET_ALARM', 'ACTION_SET_TIMER', 'get_contact_info_from_uri', 'web_search', 'open_settings']	{'plan': 'web_search', 'arguments': {'query': 'vegan gluten-free recipes'}}	{'plan': 'web_search', 'arguments': {'query': 'vegan and gluten-free recipes'}}	pass	fail	fail	droidcall_tc.tsv
[]	I need info on sustainable agriculture practices—can you search the web for it?	I need info on sustainable agriculture practices—can you search the web for it?	['get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'ACTION_IMAGE_CAPTURE', 'web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	{'plan': 'web_search', 'arguments': {'query': 'sustainable agriculture practices'}}	{'plan': 'web_search', 'arguments': {'query': 'sustainable agriculture practices'}}	pass	pass	pass	droidcall_tc.tsv
[]	Do a web search for the current trends in wearable fitness technology.	Do a web search for the current trends in wearable fitness technology.	['ACTION_GET_RINGTONE', 'ACTION_OPEN_DOCUMENT', 'send_message', 'dial', 'web_search']	{'plan': 'web_search', 'arguments': {'query': 'current trends in wearable fitness technology'}}	{'plan': 'web_search', 'arguments': {'query': 'current trends in wearable fitness technology'}}	pass	pass	pass	droidcall_tc.tsv
[]	I am interested in learning about trends in remote education techniques. Please look it up.	I am interested in learning about trends in remote education techniques. Please look it up.	['send_message', 'ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'web_search']	{'plan': 'web_search', 'arguments': {'query': 'remote education techniques trends'}}	{'plan': 'web_search', 'arguments': {'query': 'trends in remote education techniques'}}	pass	fail	fail	droidcall_tc.tsv
[]	I need a search for the best hiking trails in national parks.	I need a search for the best hiking trails in national parks.	['ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT', 'web_search', 'ACTION_PICK', 'ACTION_SHOW_ALARMS']	{'plan': 'web_search', 'arguments': {'query': 'best hiking trails in national parks'}}	{'plan': 'web_search', 'arguments': {'query': 'best hiking trails in national parks'}}	pass	pass	pass	droidcall_tc.tsv
