Query	answer	candidates
How do I play an F major chord on the guitar?	{'plan': 'uberchord', 'arguments': {}}	['smarttsicketsai', 'ShoppingAssistant', 'uberchord', 'speechki_tts_plugin', 'Review']
How do I play Magic	{'plan': 'magi_codex', 'arguments': {}}	['clinical_trial_radar', 'SuperchargeMyEV', 'decision_journal', 'reflect_notes', 'magi_codex']
How do I play Tic-Tac-Toe?	{'plan': 'TicTacToe', 'arguments': {}}	['TripAdviceTool', 'create_qr_code', 'rephrase', 'IndoorPlants', 'TicTacToe']
How do I play WordSneak?	{'plan': 'word_sneak', 'arguments': {}}	['word_counter', 'copilot', 'Glowing', 'word_sneak', 'Sudoku']
How do I print an image onto a shirt?	{'plan': 'Bohita', 'arguments': {}}	['NASATool', 'Bohita', 'CarYardBard', 'dover_outreach', 'ChartTool']
How do I role play in this game?	{'plan': 'Algorithma', 'arguments': {}}	['WeatherTool', 'ExchangeTool', 'Algorithma', 'SASpeedCameras', 'RoboAd']
How do I save my chat conversations as a PDF?	{'plan': 'PDF_Exporter', 'arguments': {}}	['Talkface_IELTS_Prep', 'haulingbuddies', 'exportchat', 'PDF_Exporter', 'ResumeTool']
How do I say 'hello' in Spanish?	{'plan': 'speak', 'arguments': {}}	['web_scraper', 'smarttsicketsai', 'speak', 'DataRetrievalTool', 'rephrase']
How do I select my desired time format and timezone?	{'plan': 'timemachine', 'arguments': {}}	['Now', 'TripTool', 'DataRetrievalTool', 'assetOvi', 'timemachine']
How do I set up SMS reminders for myself?	{'plan': 'Glowing', 'arguments': {}}	['NASATool', 'URLTool', 'SSH', 'RepoTool', 'Glowing']
How do I start playing chess with Chatbot?	{'plan': 'Chess', 'arguments': {}}	['Chess', 'timeport', 'Bohita', 'keywordexplorer', 'Talkface_IELTS_Prep']
How do I use a dice rolling app?	{'plan': 'diceroller', 'arguments': {}}	['Tax_Calculator', 'web_requests', 'shimmer_daily', 'StrologyTool', 'diceroller']
How do I use the Fate/Fudge system?	{'plan': 'diceroller', 'arguments': {}}	['reflect_notes', 'word_sneak', 'diceroller', 'CribbageScorer', 'website_performance_insights']
How do I use Yay! Forms?	{'plan': 'form', 'arguments': {}}	['Substack_IQ', 'clearbit_integration', 'VideoSummarizeTool', 'form', 'Planfit']
How do I visualize my data?	{'plan': 'noteable', 'arguments': {}}	['sakenowa', 'noteable', 'BookTool', 'WeatherTool', 'JobTool']
How do I write an email to reach out to someone for networking?	{'plan': 'dover_outreach', 'arguments': {}}	['VideoSummarizeTool', 'AbleStyle', 'website_performance_insights', 'PodcastTool', 'dover_outreach']
How do scoring operators affect the search results?	{'plan': 'clinical_trial_radar', 'arguments': {}}	['create_qr_code', 'haulingbuddies', 'GifApi', 'ShoppingAssistant', 'clinical_trial_radar']
How do you pronounce this word?	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	['diceroller', 'rephrase', 'aiAgents', 'AusPetrolPrices', 'MixerBox_Translate_AI_language_tutor']
"How do you say ""hello"" in French?"	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	['MixerBox_Translate_AI_language_tutor', 'lsongai', 'Chess', 'AusPetrolPrices', 'buildbetter']
How does referral marketing work?	{'plan': 'ad4mat', 'arguments': {}}	['ph_ai_news_query', 'TalentOrg', 'ResearchFinder', 'ad4mat', 'buildbetter']
How long will it take to pay off my loan?	{'plan': 'CreditYelp', 'arguments': {}}	['CreditYelp', 'clearbit_integration', 'IndoorPlants', 'webhooks', 'video_highlight']
How many car park lots are available?	{'plan': 'hdbcarpark', 'arguments': {}}	['NotesTool', 'WordCloud', 'QuiverQuantitative', 'hdbcarpark', 'ApexMap']
How many characters are in this text?	{'plan': 'word_counter', 'arguments': {}}	['mbti', 'magi_codex', 'word_counter', 'champdex', 'AppyPieAIAppBuilder']
How many charging stations are in my area?	{'plan': 'SuperchargeMyEV', 'arguments': {}}	['JobTool', 'SuperchargeMyEV', 'create_qr_code', 'ArtCollection', 'Checkers']
How many points do I get for this card in cribbage?	{'plan': 'CribbageScorer', 'arguments': {}}	['tira', 'CribbageScorer', 'ChartTool', 'Dr_Thoths_Tarot', 'TalentOrg']
How many words are in this sentence?	{'plan': 'word_counter', 'arguments': {}}	['word_counter', 'SASpeedCameras', 'SceneXplain', 'DietTool', 'CribbageScorer']
How much is the sales tax for a purchase in Florida?	{'plan': 'Tax_Calculator', 'arguments': {}}	['ResearchFinder', 'PodcastTool', 'AusSurfReport', 'Tax_Calculator', 'MapTool']
How should I allocate my portfolio?	{'plan': 'Magnetis', 'arguments': {}}	['EarthquakeTool', 'shimmer_daily', 'create_qr_code', 'reflect_notes', 'Magnetis']
I am looking for a funny gif.	{'plan': 'GifApi', 'arguments': {}}	['GifApi', 'speak', 'dev', 'SceneXplain', 'IndoorPlants']
I am looking for a specific painting in the Metropolitan Museum of Art.	{'plan': 'ArtCollection', 'arguments': {}}	['SEOTool', 'website_performance_insights', 'universal', 'uk_politics', 'ArtCollection']
I am looking for information about the latest music concert.	{'plan': 'smarttsicketsai', 'arguments': {}}	['uberchord', 'Magnetis', 'copilot', 'smarttsicketsai', 'MixerBox_WebSearchG_web_search']
I have a question about the US Census, can you help me?	{'plan': 'blockatlas', 'arguments': {}}	['ResearchHelper', 'IndoorPlants', 'blockatlas', 'noteable', 'AI2sql']
I need a gif to show my excitement.	{'plan': 'GifApi', 'arguments': {}}	['word_counter', 'Glowing', 'Dr_Thoths_Tarot', 'LarkBaseImporter', 'GifApi']
I need advice on how to optimize my website's content.	{'plan': 'seoanalysis', 'arguments': {}}	['tira', 'TalentOrg', 'PodcastTool', 'MediaModifyTool', 'seoanalysis']
I need an AI-generated ad for a car dealership.	{'plan': 'CarYardBard', 'arguments': {}}	['themeparkhipster', 'Sudoku', 'CarYardBard', 'sakenowa', 'AppyPieAIAppBuilder']
I need an image of this text.	{'plan': 'WordCloud', 'arguments': {}}	['MixerBox_WebSearchG_web_search', 'LawTool', 'CTCP', 'WordCloud', 'SSH']
I need an image of this website at a certain date, is that possible?	{'plan': 'WebRewind', 'arguments': {}}	['TicTacToe', 'ResumeTool', 'buildbetter', 'copilot', 'WebRewind']
I need help creating a video.	{'plan': 'Visla', 'arguments': {}}	['aiAgents', 'C3_Glide', 'Visla', 'web_requests', 'mbti']
I need help creating an AI-Powered Form.	{'plan': 'form', 'arguments': {}}	['form', 'ResumeTool', 'ProductSearch', 'chatspot', 'AbleStyle']
I need help creating an email to inquire about a job opportunity.	{'plan': 'dover_outreach', 'arguments': {}}	['search', 'deployscript', 'dover_outreach', 'Planfit', 'PDF_Exporter']
I need help finding a chord chart.	{'plan': 'uberchord', 'arguments': {}}	['uberchord', 'reflect_notes', 'hadith', 'Bohita', 'search']
I need help finding theme park waiting times. Can you guide me?	{'plan': 'themeparkhipster', 'arguments': {}}	['lsongai', 'Checkers', 'TripAdviceTool', 'themeparkhipster', 'JobTool']
I need help making a puzzle.	{'plan': 'Puzzle_Constructor', 'arguments': {}}	['Puzzle_Constructor', 'KalendarAI', 'RepoTool', 'MyWritingCompanion', 'ph_ai_news_query']
I need help managing my wealth.	{'plan': 'Magnetis', 'arguments': {}}	['Magnetis', 'uk_politics', 'reflect_notes', 'Planfit', 'video_highlight']
I need help with copywriting.	{'plan': 'copywriter', 'arguments': {}}	['EarthquakeTool', 'copywriter', 'deployscript', 'GameTool', 'timeport']
I need help with keyword research for my website.	{'plan': 'seoanalysis', 'arguments': {}}	['seoanalysis', 'web_requests', 'photorealistic', 'recipe_retrieval', 'PDF_Exporter']
I need help with SEO analysis.	{'plan': 'bramework', 'arguments': {}}	['placid', 'Dr_Thoths_Tarot', 'Man_of_Many', 'bramework', 'MixerBox_WebSearchG_web_search']
I need help writing an email to reach out for a job opportunity.	{'plan': 'dover_outreach', 'arguments': {}}	['decision_journal', 'lsongai', 'dover_outreach', 'abc_to_audio', 'Discount']
I need some educational activities to do with my children.	{'plan': 'ABCmouse', 'arguments': {}}	['GameTool', 'seoanalysis', 'ABCmouse', 'uberchord', 'copilot']
I need some ideas for Father's Day gifts.	{'plan': 'shimmer_daily', 'arguments': {}}	['Substack_IQ', 'hacktrack', 'dart', 'HousePurchasingTool', 'shimmer_daily']
I need some sales data.	{'plan': 'chatspot', 'arguments': {}}	['magi_codex', 'chatspot', 'Puzzle_Constructor', 'SSH', 'RoboAd']
I need to convert ABC notation into MIDI and PostScript files.	{'plan': 'abc_to_audio', 'arguments': {}}	['champdex', 'TicTacToe', 'magi_codex', 'abc_to_audio', 'RoboAd']
I need to convert ABC notation into WAV files.	{'plan': 'abc_to_audio', 'arguments': {}}	['abc_to_audio', 'search', 'form', 'photorealistic', 'champdex']
I need to create a questionnaire.	{'plan': 'form', 'arguments': {}}	['KalendarAI', 'form', 'assetOvi', 'bramework', 'VideoSummarizeTool']
I need to create a survey or quiz.	{'plan': 'form', 'arguments': {}}	['aiAgents', 'Zapier', 'social_media_muse', 'form', 'Checkers']
I need to find an agency to help me with my project.	{'plan': 'find_agency', 'arguments': {}}	['internetSearch', 'find_agency', 'JobTool', 'SEOTool', 'haulingbuddies']
I need to SSH into my server.	{'plan': 'SSH', 'arguments': {}}	['crafty_clues', 'fundsdbsearch', 'heygen', 'brandfetch', 'SSH']
I need to take a MBTI Test.	{'plan': 'mbti', 'arguments': {}}	['DataRetrievalTool', 'webhooks', 'mbti', 'Broadway', 'GiftTool']
I need to translate this sentence into Spanish.	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	['hubbubworld_hubbub_1', 'socialsearch', 'SSH', 'MixerBox_Translate_AI_language_tutor', 'exportchat']
I want to create a t-shirt with a custom design.	{'plan': 'Bohita', 'arguments': {}}	['CompanyInfoTool', 'diceroller', 'Bohita', 'local', 'Tax_Calculator']
I want to explore the artworks at the Metropolitan Museum of Art.	{'plan': 'ArtCollection', 'arguments': {}}	['ImageSearch', 'Glowing', 'keyplays_football', 'dart', 'ArtCollection']
I want to know more about life simulator games.	{'plan': 'Algorithma', 'arguments': {}}	['magi_codex', 'Algorithma', 'EarthquakeTool', 'aiAgents', 'Bohita']
I want to learn more about design courses.	{'plan': 'search', 'arguments': {}}	['hackit_web_scanner', 'sakenowa', 'search', 'haulingbuddies', 'bramework']
I want to run a command on my server.	{'plan': 'SSH', 'arguments': {}}	['Sudoku', 'Planfit', 'Visla', 'SSH', 'Horoscopes_by_Inner_Self']
I'm looking for a challenging puzzle.	{'plan': 'Sudoku', 'arguments': {}}	['champdex', 'Creaticode_Extension_of_MIT_Scratch', 'WebRewind', 'MyWritingCompanion', 'Sudoku']
I'm looking for a high quality link with the help of neural search.	{'plan': 'metaphor_search_api', 'arguments': {}}	['metaphor_search_api', 'RoboAd', 'keywordexplorer', 'NewsTool', 'local']
I'm looking for a marketing agency that offers content creation services.	{'plan': 'find_agency', 'arguments': {}}	['Dr_Thoths_Tarot', 'MusicTool', 'NASATool', 'find_agency', 'hacktrack']
I'm looking for an AI-powered guide to help me with investing,	{'plan': 'portfoliopilot', 'arguments': {}}	['Dr_Thoths_Tarot', 'find_agency', 'C3_Glide', 'portfoliopilot', 'RestaurantBookingTool']
I'm looking for an unbiased search engine that can provide me with reliable results.	{'plan': 'total_query_meta_search_engine', 'arguments': {}}	['MediaTool', 'PDF_Exporter', 'AutoInfra1', 'total_query_meta_search_engine', 'IndoorPlants']
I'm looking for educational activities for my children aged 2-8,	{'plan': 'ABCmouse', 'arguments': {}}	['VideoSummarizeTool', 'NewsTool', 'CarYardBard', 'hackit_web_scanner', 'ABCmouse']
I'm looking for financial assistance in India.	{'plan': 'fundsdbsearch', 'arguments': {}}	['timeport', 'clinq', 'fundsdbsearch', 'keyplays_football', 'internetSearch']
I'm looking for some recipe ideas, do you have any?	{'plan': 'recipe_retrieval', 'arguments': {}}	['TripTool', 'uberchord', 'MixerBox_Translate_AI_language_tutor', 'JobTool', 'recipe_retrieval']
Is Chatbot task-oriented?	{'plan': 'Zapier', 'arguments': {}}	['locator', 'find_agency', 'Zapier', 'PDF_Exporter', 'ABCmouse']
Is GPT-3.5 used in this process?	{'plan': 'rephrase', 'arguments': {}}	['rephrase', 'CarYardBard', 'CharityTool', 'CranePumpsManuals', 'champdex']
Is it possible to extract text from a PDF?	{'plan': 'ChatOCR', 'arguments': {}}	['SEOTool', 'what_to_watch', 'ChatOCR', 'dev', 'ResearchHelper']
Is it possible to get multiple AI agents to work together?	{'plan': 'aiAgents', 'arguments': {}}	['aiAgents', 'SEOTool', 'ABCmouse', 'webhooks', 'CreditYelp']
Is it safe to go outdoors today?	{'plan': 'airqualityforeast', 'arguments': {}}	['ResearchFinder', 'Now', 'ChatOCR', 'Chess', 'airqualityforeast']
Is my email data secure when connected to Chatbot?	{'plan': 'EmailByNylas', 'arguments': {}}	['SceneXplain', 'fundsdbsearch', 'EmailByNylas', 'crafty_clues', 'universal']
Is my email secure?	{'plan': 'hacktrack', 'arguments': {}}	['chat_with_workspace', 'hackit_web_scanner', 'hacktrack', 'WordCloud', 'EarthquakeTool']
Is my email vulnerable to any hacks?	{'plan': 'hacktrack', 'arguments': {}}	['RepoTool', 'hacktrack', 'Tax_Calculator', 'MediaModifyTool', 'ph_ai_news_query']
Is there a builder for ERP applications?	{'plan': 'tailor_erp', 'arguments': {}}	['Creaticode_Extension_of_MIT_Scratch', 'speechki_tts_plugin', 'recipe_retrieval', 'search', 'tailor_erp']
Is there a game with secret words I can play?	{'plan': 'word_sneak', 'arguments': {}}	['CourseTool', 'blockatlas', 'word_sneak', 'WeatherTool', 'HouseRentingTool']
Is there a Hadith that can help me answer a question I have?	{'plan': 'hadith', 'arguments': {}}	['CarYardBard', 'kraftful', 'hadith', 'NewsTool', 'Creaticode_Extension_of_MIT_Scratch']
Is there a League of Legends chatbot?	{'plan': 'champdex', 'arguments': {}}	['HousePurchasingTool', 'champdex', 'portfoliopilot', 'Broadway', 'TicTacToe']
Is there a mobile speed camera in South Australia today?	{'plan': 'SASpeedCameras', 'arguments': {}}	['Discount', 'exportchat', 'SASpeedCameras', 'uberchord', 'copywriter']
Is there a plugin that can search multiple search engines at once?	{'plan': 'total_query_meta_search_engine', 'arguments': {}}	['Dr_Thoths_Tarot', 'Puzzle_Constructor', 'internetSearch', 'total_query_meta_search_engine', 'PolishTool']
Is there a search engine that provides the latest news?	{'plan': 'total_query_meta_search_engine', 'arguments': {}}	['AusPetrolPrices', 'HousePurchasingTool', 'total_query_meta_search_engine', 'mini_habits', 'CompanyInfoTool']
Is there a tool that can help me launch my web app quickly?	{'plan': 'deployscript', 'arguments': {}}	['deployscript', 'Agones', 'seoanalysis', 'Discount', 'tira']
Is there a tool that can help me set up my web app quickly and easily?	{'plan': 'deployscript', 'arguments': {}}	['ExchangeTool', 'Visla', 'SummarizeAnything_pr', 'deployscript', 'KalendarAI']
Is there a tool to help me export my conversation?	{'plan': 'exportchat', 'arguments': {}}	['champdex', 'Agones', 'exportchat', 'qreator', 'locator']
Is there a visual representation of the board?	{'plan': 'TicTacToe', 'arguments': {}}	['TicTacToe', 'AusSurfReport', 'HousePurchasingTool', 'keyplays_football', 'universal']
Is there a way I can export my conversation?	{'plan': 'exportchat', 'arguments': {}}	['EmailByNylas', 'SceneXplain', 'SEOTool', 'Review', 'exportchat']
Is there a way to change the board size?	{'plan': 'TicTacToe', 'arguments': {}}	['CharityTool', 'TicTacToe', 'clearbit_integration', 'hadith', 'C3_Glide']
Is there a way to convert my text into an ASCII font?	{'plan': 'Figlet', 'arguments': {}}	['GiftTool', 'Figlet', 'clinq', 'what_to_watch', 'word_sneak']
Is there a way to create an AI-driven ERP system?	{'plan': 'tailor_erp', 'arguments': {}}	['Horoscopes_by_Inner_Self', 'Chess', 'tailor_erp', 'smarttsicketsai', 'ArtCollection']
Is there a way to create an app without coding knowledge?	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	['noteable', 'AppyPieAIAppBuilder', 'local', 'aiAgents', 'webhooks']
Is there a way to generate a PDF document from my chat conversation?	{'plan': 'PDF_Exporter', 'arguments': {}}	['CarYardBard', 'fundsdbsearch', 'TalentOrg', 'total_query_meta_search_engine', 'PDF_Exporter']
Is there a way to generate a video with Chatbot?	{'plan': 'heygen', 'arguments': {}}	['Glowing', 'Puzzle_Constructor', 'heygen', 'keyplays_football', 'ad4mat']
Is there a way to generate audio from text?	{'plan': 'speechki_tts_plugin', 'arguments': {}}	['MediaModifyTool', 'blockatlas', 'hubbubworld_hubbub_1', 'speechki_tts_plugin', 'NotesTool']
Is there a way to hire freelancers from around the world?	{'plan': 'TalentOrg', 'arguments': {}}	['AusSurfReport', 'TalentOrg', 'speechki_tts_plugin', 'ResearchHelper', 'dover_outreach']
Is there a way to integrate this conversation into Reflect?	{'plan': 'reflect_notes', 'arguments': {}}	['keyplays_football', 'AI2sql', 'reflect_notes', 'Talkface_IELTS_Prep', 'recipe_retrieval']
Is there a way to make a spokesperson video?	{'plan': 'heygen', 'arguments': {}}	['AusPetrolPrices', 'magi_codex', 'Checkers', 'heygen', 'NotesTool']
Is there a way to make my article more visually appealing?	{'plan': 'ImageSearch', 'arguments': {}}	['BookTool', 'dev', 'website_performance_insights', 'ImageSearch', 'MemeTool']
Is there a way to manage my tasks efficiently?	{'plan': 'dart', 'arguments': {}}	['WebsiteTool', 'dart', 'web_requests', 'Discount', 'uk_politics']
Is there a way to prepare for the IELTS speaking exam?	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	['recipe_retrieval', 'brandfetch', 'IndoorPlants', 'dev', 'Talkface_IELTS_Prep']
Is there a way to record this conversation?	{'plan': 'reflect_notes', 'arguments': {}}	['reflect_notes', 'PolishTool', 'kraftful', 'sakenowa', 'shimmer_daily']
Is there a way to save time when deploying my web app?	{'plan': 'deployscript', 'arguments': {}}	['deployscript', 'EarthquakeTool', 'copywriter', 'GiftTool', 'AusSurfReport']
Is there a way to style my text with an ASCII font?	{'plan': 'Figlet', 'arguments': {}}	['chat_with_workspace', 'Review', 'Figlet', 'find_agency', 'magi_codex']
Is there a way to summarize this link?	{'plan': 'SummarizeAnything_pr', 'arguments': {}}	['SummarizeAnything_pr', 'DietTool', 'GifApi', 'cloudflare_radar', 'BookTool']
Is there a way to take my idea and turn it into an app?	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	['AppyPieAIAppBuilder', 'find_agency', 'hadith', 'bramework', 'website_performance_insights']
Is there a way to turn my text input into an app?	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	['locator', 'SuperchargeMyEV', 'AusPetrolPrices', 'AppyPieAIAppBuilder', 'noteable']
Is there a way to use multiple AI agents to solve this problem?	{'plan': 'aiAgents', 'arguments': {}}	['RepoTool', 'MixerBox_WebSearchG_web_search', 'aiAgents', 'talkfpl', 'word_counter']
Is there a way to use natural language to generate an SQL query?	{'plan': 'AI2sql', 'arguments': {}}	['clinq', 'Horoscopes_by_Inner_Self', 'AI2sql', 'timemachine', 'talkfpl']
Is there a way to visualize US Census data?	{'plan': 'blockatlas', 'arguments': {}}	['cloudflare_radar', 'sakenowa', 'AI2sql', 'Visla', 'blockatlas']
Is there an AI powered tool I can use to scan websites for potential security threats?	{'plan': 'hackit_web_scanner', 'arguments': {}}	['WebRewind', 'Dr_Thoths_Tarot', 'hubbubworld_hubbub_1', 'hackit_web_scanner', 'noteable']
Is there an automated way to make a car sales ad?	{'plan': 'CarYardBard', 'arguments': {}}	['CarYardBard', 'ResearchFinder', 'GifApi', 'TripTool', 'heygen']
Is there an easy way to create a QR code?	{'plan': 'qreator', 'arguments': {}}	['AppyPieAIAppBuilder', 'webhooks', 'local', 'C3_Glide', 'qreator']
Is there an option to play against a grandmaster?	{'plan': 'Chess', 'arguments': {}}	['noteable', 'jini', 'ChartTool', 'Chess', 'NotesTool']
Is there any available car park lots in HDB?	{'plan': 'hdbcarpark', 'arguments': {}}	['buildbetter', 'Chess', 'qreator', 'PodcastTool', 'hdbcarpark']
Please convert ABC notation to sheet music.	{'plan': 'abc_to_audio', 'arguments': {}}	['cloudflare_radar', 'ad4mat', 'abc_to_audio', 'TripAdviceTool', 'keyplays_football']
Please display previews of the 3D assets.	{'plan': 'assetOvi', 'arguments': {}}	['hdbcarpark', 'qreator', 'Magnetis', 'ProductComparison', 'assetOvi']
Please generate a word cloud from this text.	{'plan': 'WordCloud', 'arguments': {}}	['exportchat', 'diceroller', 'WordCloud', 'C3_Glide', 'universal']
Please help me craft the perfect prompt.	{'plan': 'rephrase', 'arguments': {}}	['rephrase', 'FinanceTool', 'korea_subway', 'AusSurfReport', 'aiAgents']
Show me 3D assets I can use.	{'plan': 'assetOvi', 'arguments': {}}	['shimmer_daily', 'assetOvi', 'uberchord', 'keyplays_football', 'abc_to_audio']
Show me the top-rated digital agencies.	{'plan': 'find_agency', 'arguments': {}}	['Magnetis', 'form', 'SuperchargeMyEV', 'WebRewind', 'find_agency']
Take me back to the Victorian era!	{'plan': 'timeport', 'arguments': {}}	['timeport', 'VideoSummarizeTool', 'AutoInfra1', 'ChatOCR', 'MapTool']
What AI plugin can I use to develop better products?	{'plan': 'kraftful', 'arguments': {}}	['SceneXplain', 'Puzzle_Constructor', 'reflect_notes', 'kraftful', 'MediaTool']
What AI-based investing tools can you recommend?	{'plan': 'portfoliopilot', 'arguments': {}}	['AbleStyle', 'Man_of_Many', 'portfoliopilot', 'fundsdbsearch', 'TripTool']
What are my streaming options for this show?	{'plan': 'what_to_watch', 'arguments': {}}	['ad4mat', 'dev', 'ArtCollection', 'what_to_watch', 'magi_codex']
What are my transfer options for this week?	{'plan': 'talkfpl', 'arguments': {}}	['SuperchargeMyEV', 'Visla', 'Figlet', 'talkfpl', 'social_media_muse']
What are people talking about when they search the keyword 'ChatGPT'?	{'plan': 'Now', 'arguments': {}}	['champdex', 'storybird_stories', 'ph_ai_news_query', 'Now', 'diceroller']
What are some best practices for product development?	{'plan': 'kraftful', 'arguments': {}}	['CranePumpsManuals', 'C3_Glide', 'StrologyTool', 'diceroller', 'kraftful']
What are some fashionable outfits I can wear today?	{'plan': 'AbleStyle', 'arguments': {}}	['uk_politics', 'universal', 'AbleStyle', 'ShoppingAssistant', 'Chess']
What are some good Father's Day gifts?	{'plan': 'shimmer_daily', 'arguments': {}}	['FinanceTool', 'MemeTool', 'hadith', 'clinical_trial_radar', 'shimmer_daily']
What are some good gift ideas for men?	{'plan': 'Man_of_Many', 'arguments': {}}	['MemeTool', 'webhooks', 'TicTacToe', 'Man_of_Many', 'CranePumpsManuals']
What are some learning activities I can do with my kids?	{'plan': 'ABCmouse', 'arguments': {}}	['hacktrack', 'ABCmouse', 'SASpeedCameras', 'MixerBox_Translate_AI_language_tutor', 'clinical_trial_radar']
What are some of the latest fashion trends?	{'plan': 'Man_of_Many', 'arguments': {}}	['cloudflare_radar', 'Man_of_Many', 'MemoryTool', 'webhooks', 'recipe_retrieval']
What are some tips for creating images with Midjourney?	{'plan': 'photorealistic', 'arguments': {}}	['ImageSearch', 'photorealistic', 'buildbetter', 'GiftTool', 'StrologyTool']
What are the action items I need to complete?	{'plan': 'dart', 'arguments': {}}	['SEOTool', 'ai_council', 'ApexMap', 'dart', 'MediaModifyTool']
What are the best laptops on the market?	{'plan': 'Man_of_Many', 'arguments': {}}	['Man_of_Many', 'Substack_IQ', 'smarttsicketsai', 'ChatOCR', 'Chess']
What are the best PPC ads for a specific domain?	{'plan': 'competitorppcads', 'arguments': {}}	['competitorppcads', 'Now', 'CharityTool', 'RoboAd', 'blockatlas']
What are the best tools for hiring remote writers?	{'plan': 'MyWritingCompanion', 'arguments': {}}	['MyWritingCompanion', 'Review', 'hadith', 'CranePumpsManuals', 'find_agency']
What are the best tools to help me automate my web app deployment?	{'plan': 'deployscript', 'arguments': {}}	['Glowing', 'Sudoku', 'HouseRentingTool', 'deployscript', 'Figlet']
What are the best ways to form new habits?	{'plan': 'mini_habits', 'arguments': {}}	['word_sneak', 'ai_council', 'mini_habits', 'buildbetter', 'GiftTool']
What are the coordinates of the ISS?	{'plan': 'locator', 'arguments': {}}	['AutoInfra1', 'locator', 'website_performance_insights', 'ChartTool', 'TicTacToe']
What are the current Internet traffic patterns?	{'plan': 'cloudflare_radar', 'arguments': {}}	['Tax_Calculator', 'AI2sql', 'cloudflare_radar', 'bramework', 'NotesTool']
What are the current wave conditions in Sydney?	{'plan': 'AusSurfReport', 'arguments': {}}	['VideoSummarizeTool', 'video_highlight', 'WebRewind', 'AusSurfReport', 'MixerBox_Translate_AI_language_tutor']
What are the differences between these two cars?	{'plan': 'copilot', 'arguments': {}}	['copilot', 'webhooks', 'find_agency', 'TalentOrg', 'TripTool']
What are the functions of JavaScript in writing webhooks?	{'plan': 'webhooks', 'arguments': {}}	['Checkers', 'webhooks', 'blockatlas', 'MediaModifyTool', 'Horoscopes_by_Inner_Self']
What are the keyword insights available?	{'plan': 'bramework', 'arguments': {}}	['keywordexplorer', 'Man_of_Many', 'ProductSearch', 'bramework', 'Horoscopes_by_Inner_Self']
What are the latest headlines?	{'plan': 'Man_of_Many', 'arguments': {}}	['AppyPieAIAppBuilder', 'tira', 'clinical_trial_radar', 'Man_of_Many', 'AusSurfReport']
What are the latest PPC ads for a certain website?	{'plan': 'competitorppcads', 'arguments': {}}	['RestaurantBookingTool', 'RoboAd', 'sakenowa', 'Man_of_Many', 'competitorppcads']
What are the latest tweets about [topic]?	{'plan': 'socialsearch', 'arguments': {}}	['RestaurantBookingTool', 'Chess', 'socialsearch', 'Now', 'KalendarAI']
What are the local animal transporters in my area?	{'plan': 'haulingbuddies', 'arguments': {}}	['TripTool', 'haulingbuddies', 'internetSearch', 'dover_outreach', 'stellarexplorer']
What are the most popular Twitter accounts related to [topic]?	{'plan': 'socialsearch', 'arguments': {}}	['DataRetrievalTool', 'calculator', 'socialsearch', 'internetSearch', 'ChartTool']
What are the popular search keywords?	{'plan': 'chatspot', 'arguments': {}}	['socialsearch', 'shimmer_daily', 'Creaticode_Extension_of_MIT_Scratch', 'chatspot', 'web_scraper']
What are the PPC ads of my competitors?	{'plan': 'competitorppcads', 'arguments': {}}	['competitorppcads', 'magi_codex', 'universal', 'Figlet', 'brandfetch']
What are the stats on this Magic card?	{'plan': 'magi_codex', 'arguments': {}}	['magi_codex', 'word_counter', 'Review', 'stellarexplorer', 'tira']
What are the theme park waiting times near me?	{'plan': 'themeparkhipster', 'arguments': {}}	['themeparkhipster', 'seoanalysis', 'speechki_tts_plugin', 'WebsiteTool', 'dev']
What are the top beauty brands?	{'plan': 'tira', 'arguments': {}}	['Checkers', 'Review', 'ai_council', 'ad4mat', 'tira']
What are the top Google Trends?	{'plan': 'Now', 'arguments': {}}	['universal', 'heygen', 'Now', 'Dr_Thoths_Tarot', 'Bohita']
What are the top trending topics on Twitter right now?	{'plan': 'socialsearch', 'arguments': {}}	['sakenowa', 'socialsearch', 'Figlet', 'copilot', 'FinanceTool']
What are the trending topics on Twitter in Japan?	{'plan': 'Now', 'arguments': {}}	['PodcastTool', 'abc_to_audio', 'MemeTool', 'Now', 'Talkface_IELTS_Prep']
What are your top tips for growing plants indoors?	{'plan': 'IndoorPlants', 'arguments': {}}	['RestaurantBookingTool', 'Visla', 'IndoorPlants', 'hubbubworld_hubbub_1', 'JobTool']
What articles can you suggest from DEV Community?	{'plan': 'dev', 'arguments': {}}	['dev', 'Algorithma', 'ApexMap', 'crafty_clues', 'Visla']
What automation services can I use to advertise my business?	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	['hubbubworld_hubbub_1', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'korea_subway', 'noteable', 'TalentOrg']
What Broadway shows are playing in NYC right now?	{'plan': 'Broadway', 'arguments': {}}	['Broadway', 'aiAgents', 'ShoppingAssistant', 'Substack_IQ', 'talkfpl']
